person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,actual_loan_status,predicted_loan_status,default_probability,credit_risk_segment
30,90722,MORTGAGE,6.0,VENTURE,A,10000,6.91,0.11,N,8,0,0,0.0088281972851833,Low Risk
26,50004,MORTGAGE,10.0,EDUCATION,A,5000,9.32,0.1,N,2,0,0,0.04530052245957525,Low Risk
27,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,16750,8.94,0.37,N,7,0,0,0.1164487410576756,Low Risk
22,125000,MORTGAGE,0.0,PERSONAL,D,25000,10.99,0.2,Y,2,0,0,0.2446718561556334,Low Risk
28,51000,RENT,2.0,EDUCATION,E,16000,16.32,0.31,Y,9,1,1,0.9894575979168991,High Risk
23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,0.13,Y,4,1,1,0.9044180959996504,High Risk
28,140000,MORTGAGE,12.0,MEDICAL,B,15000,8.88,0.11,N,5,0,0,0.050968182733660265,Low Risk
25,48000,RENT,0.0,MEDICAL,C,12000,13.49,0.25,Y,2,0,0,0.13161538673364295,Low Risk
24,78000,MORTGAGE,8.0,VENTURE,C,24000,15.96,0.31,N,4,1,0,0.3107903764615397,Medium Risk
28,42000,MORTGAGE,13.0,PERSONAL,D,8500,14.96,0.2,N,10,0,0,0.4956952018903088,Medium Risk
22,24000,RENT,4.0,EDUCATION,D,5000,16.49,0.21,N,4,0,1,0.5465560197629568,Medium Risk
23,48000,OWN,8.0,EDUCATION,C,6000,12.87,0.13,Y,2,0,0,0.013957496049022702,Low Risk
28,45000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,15000,15.99,0.33,Y,8,0,0,0.4704091609802603,Medium Risk
22,72000,RENT,6.0,MEDICAL,C,12000,12.99,0.17,Y,3,0,0,0.09689613330906832,Low Risk
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0.09,N,4,0,0,0.0730523228081394,Low Risk
42,58000,RENT,16.0,DEBTCONSOLIDATION,C,7500,12.99,0.13,N,17,0,0,0.1153252643097708,Low Risk
22,30000,RENT,1.0,PERSONAL,A,11100,6.62,0.37,N,4,1,1,0.9577783337241546,High Risk
26,65004,RENT,3.0,VENTURE,A,8400,7.51,0.13,N,3,0,0,0.015683613062804937,Low Risk
29,48000,OWN,1.0,PERSONAL,E,15000,18.64,0.31,N,9,0,0,0.38903977659492645,Medium Risk
23,44390,OWN,3.0,EDUCATION,B,14300,10.99,0.32,N,2,0,0,0.02609964223243856,Low Risk
29,60000,MORTGAGE,13.0,PERSONAL,A,13500,7.51,0.23,N,7,0,0,0.028951528274928938,Low Risk
25,36000,MORTGAGE,3.0,VENTURE,B,5000,10.99,0.14,N,4,0,0,0.0458214334570836,Low Risk
22,71004,RENT,6.0,EDUCATION,B,1800,11.12,0.03,N,4,0,0,0.0660003446712525,Low Risk
22,36000,RENT,4.0,MEDICAL,B,4200,9.91,0.12,N,2,1,0,0.09059174012152403,Low Risk
35,30000,RENT,0.0,MEDICAL,A,6475,5.42,0.22,N,6,0,0,0.11099323030927834,Low Risk
34,68340,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.99,0.37,N,10,0,0,0.14824345438691094,Low Risk
23,35000,RENT,4.0,PERSONAL,C,3000,13.85,0.09,N,3,0,0,0.1090776269541586,Low Risk
28,51200,RENT,0.0,EDUCATION,B,5000,11.14,0.1,N,10,0,0,0.0893343238050542,Low Risk
24,39000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,0.41,N,2,1,1,0.9894876663831302,High Risk
29,55000,MORTGAGE,11.0,PERSONAL,B,4000,10.99,0.07,N,8,0,0,0.0857391806711395,Low Risk
35,20000,OWN,1.0,VENTURE,A,5500,7.66,0.28,N,8,0,0,0.010539001020179416,Low Risk
25,82000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.37,0.18,N,2,0,0,0.05310693288228776,Low Risk
23,110000,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.88,0.09,N,2,0,0,0.03575087885226476,Low Risk
25,61200,MORTGAGE,10.0,MEDICAL,A,5200,5.42,0.08,N,4,0,0,0.04291312381273326,Low Risk
23,37000,MORTGAGE,2.0,EDUCATION,A,10000,7.74,0.27,N,3,0,0,0.054939279363398784,Low Risk
23,149981,MORTGAGE,7.0,MEDICAL,C,25000,12.98,0.17,N,3,0,0,0.0849127690470774,Low Risk
23,19200,RENT,1.0,MEDICAL,G,6200,19.82,0.32,N,3,1,1,0.9987408788551342,High Risk
28,131040,MORTGAGE,0.0,MEDICAL,C,10000,13.35,0.08,Y,7,0,0,0.07561104566712545,Low Risk
35,34200,RENT,3.0,EDUCATION,A,7200,6.99,0.21,N,6,0,0,0.11940064413046915,Low Risk
31,31000,OWN,0.0,PERSONAL,A,12500,8.94,0.4,N,8,0,0,0.04087379681310744,Low Risk
23,32000,RENT,2.0,VENTURE,E,5000,13.93,0.16,N,4,1,0,0.492094577752338,Medium Risk
35,154000,OWN,13.0,VENTURE,A,12000,6.92,0.08,N,5,0,0,0.0032499849545201296,Low Risk
26,102000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6000,13.61,0.06,N,2,0,0,0.07627966183164325,Low Risk
31,40800,RENT,6.0,PERSONAL,A,9000,10.99,0.22,N,6,0,0,0.0668525937845613,Low Risk
22,28500,MORTGAGE,1.0,MEDICAL,A,8500,7.68,0.3,N,3,0,0,0.107152713817341,Low Risk
23,50000,MORTGAGE,3.0,PERSONAL,A,6000,6.92,0.12,N,2,0,0,0.04413873328385993,Low Risk
24,42856,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,0.37,N,3,1,1,0.9644232042337557,High Risk
26,65000,MORTGAGE,0.0,PERSONAL,A,4000,5.42,0.06,N,2,0,0,0.03514832815570701,Low Risk
25,25000,RENT,3.0,PERSONAL,D,10000,14.11,0.4,Y,2,1,1,0.9772908936592876,High Risk
31,57800,RENT,2.0,MEDICAL,E,25000,17.19,0.37,N,8,1,1,0.9974619589728312,High Risk
25,30000,RENT,4.0,HOMEIMPROVEMENT,B,3000,12.21,0.1,N,4,1,1,0.5758354358143697,Medium Risk
24,38000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0.42,N,3,0,0,0.2258349593269579,Low Risk
23,21360,RENT,0.0,MEDICAL,A,7500,7.14,0.35,N,4,1,1,0.9525686213713908,High Risk
22,60000,RENT,0.0,EDUCATION,C,4400,15.23,0.07,Y,3,0,0,0.12549246938015107,Low Risk
27,115000,MORTGAGE,2.0,MEDICAL,A,1000,5.99,0.01,N,8,0,0,0.03216105120199998,Low Risk
25,49000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,18225,10.0,0.37,N,4,0,0,0.19676385510352767,Low Risk
22,40000,RENT,2.0,EDUCATION,B,8000,12.18,0.2,N,4,0,0,0.07749774020482335,Low Risk
26,27000,RENT,0.0,VENTURE,B,8000,11.11,0.3,N,4,0,0,0.13131215892454837,Low Risk
22,32000,RENT,0.0,PERSONAL,D,7875,14.91,0.25,N,2,1,1,0.7948653747554235,High Risk
22,19000,RENT,5.0,VENTURE,C,3000,13.06,0.16,N,2,1,1,0.8719819392022555,High Risk
22,100000,MORTGAGE,6.0,EDUCATION,B,14350,9.99,0.14,N,2,0,0,0.03654584443045124,Low Risk
28,56052,RENT,8.0,VENTURE,C,7200,11.28,0.13,Y,8,0,0,0.09336813397994125,Low Risk
25,57000,RENT,0.0,EDUCATION,C,15000,13.85,0.26,N,4,0,0,0.13508523548398713,Low Risk
28,77500,OWN,3.0,EDUCATION,A,8000,8.49,0.1,N,7,0,0,0.01050521015542879,Low Risk
24,94837,RENT,8.0,HOMEIMPROVEMENT,B,9600,11.99,0.1,N,2,0,0,0.05217906185722226,Low Risk
25,32496,RENT,9.0,MEDICAL,B,7200,9.51,0.22,N,4,0,0,0.16194695616438898,Low Risk
22,70000,RENT,4.0,EDUCATION,B,10000,12.69,0.14,N,4,0,0,0.0656121129317616,Low Risk
21,12000,RENT,3.0,EDUCATION,B,1600,10.59,0.13,N,2,1,0,0.28762073800984533,Low Risk
26,25000,RENT,4.0,MEDICAL,D,6500,14.09,0.26,Y,2,1,1,0.6571983040620109,High Risk
23,50000,RENT,0.0,EDUCATION,B,19400,12.69,0.39,N,2,1,1,0.9699465485394198,High Risk
23,40000,MORTGAGE,1.0,VENTURE,B,1200,10.83,0.03,N,2,0,0,0.04758784824887628,Low Risk
58,51252,RENT,0.0,PERSONAL,B,13500,11.58,0.26,N,21,0,0,0.11368212606340687,Low Risk
29,175000,MORTGAGE,2.0,MEDICAL,A,10000,10.99,0.06,N,7,0,0,0.03566875728632,Low Risk
26,90000,RENT,3.0,EDUCATION,C,8000,14.27,0.09,N,3,0,0,0.060385510499141676,Low Risk
23,25596,RENT,2.0,MEDICAL,B,4500,9.99,0.18,N,4,0,0,0.16120365034515008,Low Risk
27,138000,MORTGAGE,5.0,PERSONAL,A,17000,7.88,0.12,N,5,0,0,0.024962008181637425,Low Risk
27,66000,MORTGAGE,0.0,EDUCATION,A,9250,8.59,0.14,N,9,0,0,0.03564568330734151,Low Risk
31,39000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,4000,16.77,0.1,Y,9,1,1,0.8967152643792847,High Risk
21,70000,RENT,5.0,PERSONAL,A,14000,6.99,0.2,N,3,0,0,0.037811593921728566,Low Risk
30,96000,RENT,11.0,EDUCATION,C,12000,13.23,0.13,N,10,0,0,0.04809387810232041,Low Risk
22,75000,RENT,0.0,PERSONAL,A,8000,5.99,0.11,N,2,0,0,0.03696683248724173,Low Risk
31,36000,RENT,4.0,MEDICAL,B,8000,10.65,0.22,N,6,0,0,0.09007280521937068,Low Risk
25,45000,RENT,4.0,PERSONAL,B,8000,10.38,0.18,N,3,0,0,0.07356061459901758,Low Risk
23,29000,RENT,0.0,EDUCATION,E,10000,17.93,0.34,Y,3,1,1,0.9899320081825963,High Risk
35,78750,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10750,12.23,0.14,N,8,0,0,0.1243961969957788,Low Risk
33,82000,RENT,5.0,VENTURE,C,15000,14.35,0.18,N,7,0,0,0.06452609226917216,Low Risk
26,27983,MORTGAGE,7.0,VENTURE,A,6000,7.88,0.21,N,3,0,0,0.038556230167854116,Low Risk
54,20000,RENT,2.0,DEBTCONSOLIDATION,C,5000,10.99,0.25,Y,19,0,0,0.16624064424292478,Low Risk
21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,0.21,N,4,1,1,0.9639099268965533,High Risk
26,29000,RENT,2.0,MEDICAL,A,1000,7.74,0.03,N,4,0,0,0.11519297287756389,Low Risk
22,24000,RENT,3.0,PERSONAL,B,3000,10.99,0.13,N,4,0,0,0.12833194544633766,Low Risk
31,84000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,10000,5.99,0.12,N,8,0,0,0.03351091389504529,Low Risk
26,48000,MORTGAGE,7.0,MEDICAL,A,10000,10.99,0.21,N,3,0,0,0.06429853473243499,Low Risk
23,85000,MORTGAGE,3.0,EDUCATION,B,15000,10.0,0.18,N,2,0,0,0.044000653011291156,Low Risk
41,30000,RENT,3.0,MEDICAL,A,8875,5.42,0.3,N,15,0,0,0.1437708164240648,Low Risk
28,160000,OWN,12.0,VENTURE,B,23000,11.83,0.14,N,5,0,0,0.006348374163988325,Low Risk
23,102000,MORTGAGE,7.0,EDUCATION,B,10000,11.49,0.1,N,2,0,0,0.041120816560993464,Low Risk
30,50600,RENT,1.0,DEBTCONSOLIDATION,C,12000,13.48,0.24,N,6,0,0,0.11218476084144047,Low Risk
23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0.07,N,4,0,0,0.09257215226444238,Low Risk
28,58000,MORTGAGE,11.0,VENTURE,A,10000,9.32,0.17,N,10,0,0,0.0180143034998201,Low Risk
22,15000,RENT,0.0,VENTURE,D,5000,10.99,0.33,Y,4,1,1,0.9961425482542443,High Risk
25,178364,MORTGAGE,9.0,PERSONAL,E,8000,15.68,0.04,Y,2,0,0,0.16157644909474544,Low Risk
25,85000,MORTGAGE,0.0,EDUCATION,A,14000,5.79,0.16,N,2,0,0,0.02730439748097515,Low Risk
42,50426,RENT,0.0,PERSONAL,A,4200,7.49,0.08,N,11,0,0,0.047121994633051445,Low Risk
24,40000,RENT,1.0,PERSONAL,A,7500,5.79,0.19,N,4,0,0,0.045899756283756345,Low Risk
29,173000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,28000,17.49,0.16,Y,10,1,1,0.7849642374664066,High Risk
26,14040,RENT,1.0,DEBTCONSOLIDATION,B,4750,10.25,0.34,N,2,1,1,0.9934608122027712,High Risk
32,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5400,7.88,0.07,N,6,0,0,0.05320305271454857,Low Risk
34,30000,RENT,2.0,HOMEIMPROVEMENT,A,12000,8.9,0.4,N,8,1,1,0.9937469336453776,High Risk
23,75000,MORTGAGE,7.0,MEDICAL,B,6000,10.99,0.08,N,3,0,0,0.08260828154506415,Low Risk
55,51000,RENT,2.0,PERSONAL,A,8000,5.79,0.16,N,26,0,0,0.04683924148158989,Low Risk
28,47000,RENT,4.0,PERSONAL,A,2800,6.99,0.06,N,7,0,0,0.05199075155457315,Low Risk
38,95000,OWN,6.0,HOMEIMPROVEMENT,E,14000,17.74,0.15,Y,17,0,0,0.14819305443405914,Low Risk
29,60000,MORTGAGE,1.0,PERSONAL,B,5600,12.42,0.09,N,10,0,0,0.05970091309035417,Low Risk
33,40000,MORTGAGE,2.0,PERSONAL,B,6000,12.21,0.15,N,10,0,0,0.08037458634376618,Low Risk
41,32496,RENT,4.0,EDUCATION,B,2000,10.99,0.06,N,12,1,0,0.13561538217574484,Low Risk
66,42000,RENT,2.0,MEDICAL,B,6475,9.99,0.15,N,30,0,0,0.09297920596692479,Low Risk
22,27000,RENT,3.0,MEDICAL,A,2800,7.51,0.1,N,3,1,0,0.09913581279668264,Low Risk
29,21000,RENT,2.0,EDUCATION,B,8000,11.71,0.38,N,7,1,1,0.9646842742535094,High Risk
24,35000,MORTGAGE,2.0,MEDICAL,A,2950,10.99,0.08,N,4,0,0,0.06923782302344783,Low Risk
24,65000,OWN,6.0,EDUCATION,A,3500,6.76,0.05,N,4,0,0,0.01055985460611729,Low Risk
53,46000,OWN,9.0,PERSONAL,B,4925,11.71,0.11,N,23,0,0,0.014845430812999388,Low Risk
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,0.32,N,3,1,1,0.9436331476169761,High Risk
24,45000,MORTGAGE,0.0,MEDICAL,B,3000,10.99,0.07,N,3,0,0,0.11178145864455001,Low Risk
37,60000,RENT,4.0,VENTURE,A,7175,7.9,0.12,N,14,0,0,0.013515595811064582,Low Risk
28,86000,MORTGAGE,12.0,EDUCATION,B,15000,10.62,0.17,N,10,0,0,0.044980970342117295,Low Risk
24,43000,MORTGAGE,1.0,PERSONAL,D,4000,17.49,0.09,N,3,1,1,0.6525578067916318,High Risk
23,64000,RENT,0.0,MEDICAL,C,12000,13.16,0.19,Y,4,0,0,0.11527161050488123,Low Risk
24,59000,RENT,1.0,EDUCATION,A,10000,10.99,0.17,N,4,0,0,0.10444903117822406,Low Risk
29,75000,RENT,5.0,VENTURE,A,6400,7.49,0.09,N,8,0,0,0.015008902750649382,Low Risk
32,42000,RENT,5.0,VENTURE,C,3500,14.35,0.08,Y,7,0,0,0.12826842955691986,Low Risk
22,35064,RENT,4.0,DEBTCONSOLIDATION,A,2000,8.38,0.06,N,2,0,0,0.06642293526931983,Low Risk
24,30000,RENT,8.0,MEDICAL,B,8000,9.25,0.27,N,2,0,0,0.19367604813294234,Low Risk
26,26400,RENT,0.0,EDUCATION,A,4000,7.9,0.15,N,2,0,0,0.09367613460682368,Low Risk
28,48000,RENT,12.0,MEDICAL,B,7000,11.36,0.15,N,9,0,0,0.10530056008895301,Low Risk
22,75000,RENT,2.0,VENTURE,C,7200,13.61,0.1,N,4,0,0,0.08393870732309981,Low Risk
27,27500,RENT,0.0,EDUCATION,B,3000,10.99,0.11,N,5,0,0,0.13413559219266888,Low Risk
26,216000,MORTGAGE,10.0,EDUCATION,C,20000,14.22,0.09,Y,2,0,0,0.06934669095118072,Low Risk
28,41000,RENT,11.0,VENTURE,E,4000,18.64,0.1,Y,5,1,0,0.3547417736915562,Medium Risk
31,67000,RENT,2.0,VENTURE,A,3000,7.51,0.04,N,10,0,0,0.021234790907568662,Low Risk
46,76800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13000,15.96,0.17,Y,13,0,0,0.2665269536231217,Low Risk
24,100000,MORTGAGE,1.0,EDUCATION,B,6600,9.91,0.07,N,2,0,0,0.039677348820351156,Low Risk
24,60000,RENT,4.0,VENTURE,A,5850,7.49,0.1,N,3,0,0,0.012588087034005255,Low Risk
24,70000,MORTGAGE,2.0,PERSONAL,C,6000,15.23,0.09,Y,2,0,0,0.15617610390999856,Low Risk
24,40000,RENT,0.0,VENTURE,B,8000,10.25,0.2,N,4,0,0,0.039550478875904446,Low Risk
48,92000,RENT,1.0,PERSONAL,A,4800,7.88,0.05,N,17,0,0,0.027502955386286224,Low Risk
25,37200,RENT,6.0,VENTURE,A,7000,7.14,0.19,N,4,0,0,0.022843224839297828,Low Risk
47,47000,MORTGAGE,9.0,MEDICAL,A,7500,6.62,0.16,N,13,0,0,0.04915020518515854,Low Risk
23,53664,MORTGAGE,7.0,EDUCATION,B,15000,10.75,0.28,N,4,0,0,0.07286038625988947,Low Risk
22,21600,MORTGAGE,4.0,PERSONAL,C,4000,12.99,0.19,N,2,0,0,0.1547101239154253,Low Risk
28,34000,MORTGAGE,12.0,EDUCATION,D,10000,16.77,0.29,Y,7,1,1,0.586411427015554,Medium Risk
22,13200,RENT,0.0,VENTURE,B,2500,9.91,0.19,N,4,1,1,0.8741344772000481,High Risk
41,23400,RENT,2.0,VENTURE,B,5375,10.99,0.23,N,16,0,0,0.10363241721927488,Low Risk
21,45000,RENT,3.0,PERSONAL,A,3200,6.54,0.07,N,4,0,0,0.04967820747932434,Low Risk
22,130000,MORTGAGE,6.0,MEDICAL,B,25000,11.83,0.19,N,3,0,0,0.0751677299595587,Low Risk
27,33000,RENT,9.0,PERSONAL,B,5000,10.0,0.15,N,10,0,0,0.13019807290990792,Low Risk
26,105000,MORTGAGE,1.0,VENTURE,B,20000,10.99,0.19,N,4,0,0,0.03156465505795757,Low Risk
39,18300,RENT,0.0,EDUCATION,D,1200,14.74,0.07,N,17,1,1,0.6971461810480057,High Risk
25,105000,MORTGAGE,6.0,VENTURE,D,6500,13.87,0.06,Y,3,0,0,0.07326637973653143,Low Risk
24,19800,RENT,1.0,DEBTCONSOLIDATION,A,5600,5.79,0.28,N,3,1,1,0.9123784731026182,High Risk
23,120000,MORTGAGE,5.0,MEDICAL,B,6000,9.99,0.05,N,3,0,0,0.050968182733660265,Low Risk
41,19200,RENT,2.0,MEDICAL,D,2950,16.49,0.15,Y,12,1,1,0.855341204191034,High Risk
22,30000,RENT,1.0,EDUCATION,C,4000,10.99,0.13,N,3,0,0,0.14892437089435406,Low Risk
26,67000,RENT,9.0,VENTURE,A,8000,7.14,0.12,N,2,0,0,0.015359887452649745,Low Risk
30,42000,MORTGAGE,13.0,EDUCATION,D,3000,15.33,0.07,Y,9,0,0,0.4089233483334739,Medium Risk
35,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,25000,12.73,0.42,N,8,0,0,0.180529620564884,Low Risk
24,36708,RENT,2.0,HOMEIMPROVEMENT,D,3000,15.33,0.08,Y,3,1,1,0.8544864335621614,High Risk
25,55000,RENT,3.0,DEBTCONSOLIDATION,B,1200,11.58,0.02,N,4,0,0,0.1074190589376194,Low Risk
22,30000,RENT,0.0,PERSONAL,A,8000,9.32,0.27,N,4,0,0,0.15546319968302533,Low Risk
25,60000,MORTGAGE,3.0,VENTURE,B,10000,11.49,0.17,N,4,0,0,0.027538778021545956,Low Risk
24,36396,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.03,0.14,N,3,0,0,0.05800290395719545,Low Risk
23,85000,RENT,1.0,DEBTCONSOLIDATION,A,10200,10.99,0.12,N,3,0,0,0.0509780786993789,Low Risk
23,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6000,12.99,0.08,N,3,0,0,0.12610152211232084,Low Risk
28,65984,RENT,12.0,MEDICAL,D,10000,15.33,0.13,N,5,1,1,0.6802926032408377,High Risk
42,120000,MORTGAGE,18.0,PERSONAL,B,6000,10.38,0.05,N,11,0,0,0.03905771776199442,Low Risk
25,29004,RENT,0.0,PERSONAL,C,5600,13.79,0.19,N,4,1,0,0.195690576055436,Low Risk
30,56004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9600,5.99,0.17,N,6,0,0,0.0710837062735364,Low Risk
27,43200,OWN,2.0,VENTURE,B,5000,12.69,0.12,N,8,0,0,0.009644897572162268,Low Risk
33,74000,RENT,3.0,HOMEIMPROVEMENT,A,10000,10.99,0.14,N,8,0,0,0.06333558597374055,Low Risk
22,130000,MORTGAGE,6.0,PERSONAL,C,3000,13.49,0.02,N,2,0,0,0.048333150133309535,Low Risk
36,138000,MORTGAGE,0.0,VENTURE,C,10000,13.98,0.07,N,12,0,0,0.046907734137849315,Low Risk
47,44004,RENT,2.0,PERSONAL,B,8000,10.99,0.18,N,15,1,0,0.09353783017615708,Low Risk
21,65000,RENT,5.0,PERSONAL,B,16000,9.91,0.25,N,3,0,0,0.06235369292333411,Low Risk
22,90000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0.11,N,3,0,0,0.02227291587764601,Low Risk
22,67000,OWN,5.0,EDUCATION,D,7500,16.29,0.11,Y,3,0,0,0.04002419588258633,Low Risk
23,55000,RENT,7.0,PERSONAL,C,8200,13.11,0.15,Y,3,0,0,0.09546461714859801,Low Risk
25,39000,RENT,3.0,MEDICAL,C,7600,12.84,0.19,N,3,1,0,0.17388054290996133,Low Risk
25,25000,RENT,0.0,MEDICAL,C,8500,12.53,0.34,Y,2,1,1,0.972507010831246,High Risk
36,25000,RENT,2.0,PERSONAL,B,6200,9.91,0.25,N,14,1,0,0.13670153635706345,Low Risk
29,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,4000,14.35,0.1,Y,6,0,0,0.15146963201737687,Low Risk
22,70000,MORTGAGE,3.0,VENTURE,B,14400,11.71,0.21,N,4,0,0,0.03438976227584192,Low Risk
26,54000,MORTGAGE,10.0,EDUCATION,A,8500,5.42,0.16,N,3,1,0,0.042996984199401636,Low Risk
26,40800,MORTGAGE,3.0,PERSONAL,A,7500,7.88,0.18,N,2,0,0,0.04820102927226073,Low Risk
30,94000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,10000,14.27,0.11,Y,10,0,0,0.10818877927900702,Low Risk
40,30000,RENT,4.0,MEDICAL,D,5500,14.74,0.18,N,12,0,1,0.7463067582922689,High Risk
32,140000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12000,10.99,0.09,N,8,0,0,0.033281438215331915,Low Risk
26,53000,MORTGAGE,1.0,EDUCATION,A,8000,10.99,0.15,N,3,0,0,0.053878235671310656,Low Risk
29,42000,OWN,13.0,MEDICAL,A,2500,6.76,0.06,N,5,0,0,0.016345649228480218,Low Risk
24,107203,MORTGAGE,8.0,PERSONAL,A,6000,7.4,0.06,N,2,0,0,0.024773380079777342,Low Risk
30,30000,MORTGAGE,3.0,VENTURE,A,5000,10.99,0.17,N,10,0,0,0.05841393925869146,Low Risk
44,29088,RENT,3.0,DEBTCONSOLIDATION,B,7200,11.71,0.25,N,17,0,0,0.1771259297499851,Low Risk
23,72000,RENT,3.0,MEDICAL,B,19000,10.99,0.26,N,4,0,0,0.11427133425744845,Low Risk
25,26400,MORTGAGE,5.0,MEDICAL,C,5975,12.99,0.23,Y,4,0,0,0.17714766507581664,Low Risk
34,30000,RENT,2.0,DEBTCONSOLIDATION,A,12000,8.9,0.4,N,7,1,1,0.9614711938704525,High Risk
32,44500,MORTGAGE,16.0,VENTURE,A,6000,8.9,0.13,N,9,0,0,0.02926999759856062,Low Risk
25,47000,RENT,1.0,VENTURE,A,8500,8.9,0.18,N,4,0,0,0.028121911823090196,Low Risk
25,25200,OWN,5.0,HOMEIMPROVEMENT,D,1200,15.99,0.05,Y,3,0,0,0.13098141745944009,Low Risk
38,28584,RENT,4.0,EDUCATION,C,5400,13.47,0.19,N,11,0,0,0.1506907384367971,Low Risk
31,250000,MORTGAGE,14.0,PERSONAL,D,12000,14.09,0.05,Y,6,0,0,0.22408854403982265,Low Risk
29,27840,RENT,0.0,PERSONAL,E,8575,19.42,0.31,N,8,1,1,0.9894732946395914,High Risk
32,21360,RENT,1.0,VENTURE,C,1800,12.99,0.08,N,8,0,0,0.14592345060788275,Low Risk
22,103000,MORTGAGE,6.0,PERSONAL,B,15000,9.63,0.15,N,4,1,0,0.03905771776199442,Low Risk
43,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,15000,14.46,0.19,Y,13,1,1,0.8960607330615743,High Risk
28,95000,MORTGAGE,5.0,VENTURE,A,5000,7.88,0.05,N,7,0,0,0.009559940476333361,Low Risk
30,50000,RENT,4.0,VENTURE,C,20000,13.49,0.4,N,10,1,1,0.9719990279098202,High Risk
22,78000,OTHER,4.0,PERSONAL,B,5600,10.99,0.07,N,2,0,0,0.08464244611958902,Low Risk
33,47360,RENT,5.0,PERSONAL,D,4500,15.58,0.1,N,5,0,1,0.530654445536464,Medium Risk
33,170004,MORTGAGE,17.0,PERSONAL,A,12000,7.51,0.07,N,9,0,0,0.024482091489930895,Low Risk
22,18000,RENT,0.0,PERSONAL,B,3600,10.99,0.2,N,2,1,1,0.8901513650137561,High Risk
29,65000,MORTGAGE,7.0,MEDICAL,B,7000,10.99,0.11,N,5,0,0,0.08440462302702215,Low Risk
28,36888,RENT,5.0,MEDICAL,C,12000,10.99,0.33,Y,7,1,1,0.9755235756547314,High Risk
29,25000,MORTGAGE,4.0,EDUCATION,A,8500,7.9,0.34,N,5,0,0,0.1699341858864202,Low Risk
48,70000,MORTGAGE,31.0,HOMEIMPROVEMENT,D,9000,14.54,0.13,N,17,0,0,0.42566534388900573,Medium Risk
24,40000,OWN,4.0,PERSONAL,C,2000,14.35,0.05,N,2,0,0,0.014725877758680736,Low Risk
26,24500,RENT,4.0,PERSONAL,B,8875,10.0,0.36,N,2,1,1,0.9624324449783033,High Risk
47,30000,RENT,6.0,PERSONAL,C,3000,12.23,0.1,Y,16,0,0,0.15143156459107499,Low Risk
34,60000,RENT,14.0,MEDICAL,C,10000,13.57,0.17,N,6,0,0,0.07926097888701161,Low Risk
31,90000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,12000,11.49,0.13,N,7,0,0,0.04636294843324525,Low Risk
33,48000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5000,10.99,0.1,N,10,0,0,0.13334444834264347,Low Risk
41,381450,MORTGAGE,10.0,PERSONAL,C,35000,13.49,0.09,Y,16,0,0,0.05779234683022104,Low Risk
50,19200,RENT,2.0,DEBTCONSOLIDATION,F,4000,10.99,0.21,N,11,1,1,0.9845989330907519,High Risk
22,39996,RENT,4.0,PERSONAL,C,3000,14.35,0.08,Y,3,0,0,0.12078911869909766,Low Risk
31,40000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4625,12.42,0.12,N,5,0,0,0.09580503978460167,Low Risk
26,71000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6000,15.62,0.08,N,4,1,1,0.7986245988787418,High Risk
34,42000,OWN,1.0,VENTURE,A,22750,6.91,0.54,N,10,0,0,0.021468556155785995,Low Risk
